solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
15,82.0,17.92,480.0,1,5,8,12,2231.79,80.47,279.52,66.96,1541.02,41;86;113;248;9;79;215;383;357;350;307;378,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | HAVUÇLU PİRİNÇ PİLAVI | YOĞURTLU BUĞDAY ÇORBASI | SUCUKLU KURU FASULYE | SEBZELİ MAKARNA | OSMANLI ÇORBASI | YAZ KURU FASULYESİ
16,81.5,20.46,175.0,0,4,8,10,2329.84,104.29,189.42,39.54,1622.27,41;86;67;248;113;29;79;394;351;399,KURU KAYISI | ÜZÜM PEKMEZİ | PORTAKAL SUYU | KARPUZ | AYVA | INCİR REÇELİ | SÜT | YOĞURTLU PAZI | SEBZELİ PİLİÇ SARMA | ZEYTİNYAĞLI ISPANAK
17,80.0,18.07,352.0,1,5,8,11,2046.65,95.06,197.24,42.3,1851.17,41;86;113;248;9;79;384;273;147;323;259,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | YOĞURTLU ETLİ MANTI | KREMALI ISPANAK ÇORBASI | DOMATES SALATALIK SÖĞÜŞ LD | PİLİÇ KAPAMA | KIYMALI KAPUSKA
18,76.1,26.45,165.0,0,4,9,14,2595.46,95.07,268.2,33.77,1515.0,89;18;67;3;213;113;29;41;76;86;161;398;287;197,YABAN MERSİNİ MARMELATI | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | INCİR REÇELİ | KURU KAYISI | SİYAH ZEYTIN | ÜZÜM PEKMEZİ | ERİK | ZEYTİNYAĞLI BROKOLİ | MANTAR SOSLU PİLİÇ IZGARA | EZOGELİN ÇORBASI LD
19,75.9,13.13,365.0,1,5,8,12,2082.59,59.68,252.09,39.2,1553.84,41;86;113;248;9;79;127;203;282;134;399;314,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | BUĞDAY RİSOTTO | FIRIN MAKARNA | MAHLUTA ÇORBASI | CEVİZLİ ERİŞTE | ZEYTİNYAĞLI ISPANAK | PATATES SOTE
20,73.9,16.52,260.0,1,5,8,11,2035.93,57.89,191.2,50.71,1731.83,41;86;113;248;9;79;399;394;128;254;237,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | ZEYTİNYAĞLI ISPANAK | YOĞURTLU PAZI | BULGUR ÇORBASI | KISIR | İMAMBAYILDI
21,69.5,18.71,195.0,0,3,8,10,2043.29,114.12,186.33,28.32,1498.89,52;362;161;88;113;29;41;324;326;234,ÖRGÜ PEYNİRİ | ŞEFTALİ SUYU LD | ERİK | VİŞNE SUYU | AYVA | INCİR REÇELİ | KURU KAYISI | PİLİÇ KAVURMA | PİLİÇ SOTE | ISPANAKLI PATATES ÇORBASI
22,69.1,14.85,230.0,0,3,8,10,2204.67,113.75,224.83,29.88,1447.48,41;86;113;248;9;79;242;293;181;342,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | KABAK MÜCVER | MANTARLI PİLİÇ SOTE | ETSİZ HAVUÇLU YEŞİL MERCİMEK | SEBZE ÇORBASI
23,68.7,13.1,305.0,1,5,9,11,2021.59,60.02,224.89,37.4,1632.96,41;86;113;248;9;79;85;203;393;282;207,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | TAVADA YUMURTA | FIRIN MAKARNA | YOĞURTLU PATLICAN KIZARTMASI | MAHLUTA ÇORBASI | FIRINDA KABAK MÜCVER
24,68.4,20.9,220.0,0,4,10,11,2034.52,83.77,256.87,50.93,1493.87,52;362;161;88;113;29;41;186;74;235;391,ÖRGÜ PEYNİRİ | ŞEFTALİ SUYU LD | ERİK | VİŞNE SUYU | AYVA | INCİR REÇELİ | KURU KAYISI | ETSİZ KURU FASULYE | SEMİZOTU SALATASI | IZGARA KÖFTE | YOĞURTLU KARNABAHAR KIZARTMASI
25,68.1,17.25,130.0,0,2,7,9,2314.59,113.61,165.41,41.72,1499.1,41;86;113;248;9;79;165;322;77,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | ETLİ BEZELYE | PİLİÇ IZGARA | SOSİS
26,66.9,18.49,240.0,1,5,7,11,2074.3,57.89,203.97,50.85,2077.96,41;86;113;248;9;79;399;394;182;194;243,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | ZEYTİNYAĞLI ISPANAK | YOĞURTLU PAZI | ETSİZ KABAK DOLMASI | ETSİZ PİRİNÇLİ PIRASA | KABAK TARATOR
27,66.6,13.79,210.0,0,3,6,10,2031.19,74.69,165.46,37.36,1474.29,41;86;113;248;9;79;399;194;314;268,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | ZEYTİNYAĞLI ISPANAK | ETSİZ PİRİNÇLİ PIRASA | PATATES SOTE | KÖRİ SOSLU PİLİÇ KAVURMA 
28,65.6,16.94,255.0,1,5,9,11,2100.84,63.85,231.8,36.06,1568.28,41;86;67;248;113;9;215;194;243;314;277,KURU KAYISI | ÜZÜM PEKMEZİ | PORTAKAL SUYU | KARPUZ | AYVA | ÇEÇİL PEYNİRİ | HAVUÇLU PİRİNÇ PİLAVI | ETSİZ PİRİNÇLİ PIRASA | KABAK TARATOR | PATATES SOTE | KURU KÖFTE
29,64.7,17.01,135.0,0,2,8,9,2328.75,114.36,169.99,27.47,1498.27,41;86;248;9;67;79;165;322;77,KURU KAYISI | ÜZÜM PEKMEZİ | KARPUZ | ÇEÇİL PEYNİRİ | PORTAKAL SUYU | SÜT | ETLİ BEZELYE | PİLİÇ IZGARA | SOSİS
30,63.6,16.91,165.0,0,4,10,11,2257.91,87.13,275.7,30.14,1499.98,52;362;161;88;113;29;41;131;324;379;152,ÖRGÜ PEYNİRİ | ŞEFTALİ SUYU LD | ERİK | VİŞNE SUYU | AYVA | INCİR REÇELİ | KURU KAYISI | CACIK | PİLİÇ KAVURMA | YER FISTIKLI İRMİK HELVASI | DOMATESLİ MAKARNA
31,62.0,23.77,125.0,1,5,9,15,2248.12,69.78,279.51,53.94,1502.38,158;160;88;113;29;41;86;248;44;12;76;92;91;214;247,ELMA | ELMA SUYU LD | VİŞNE SUYU | AYVA | INCİR REÇELİ | KURU KAYISI | ÜZÜM PEKMEZİ | KARPUZ | LOR PEYNİRİ | ÇİLEK REÇELİ | SİYAH ZEYTIN | YEŞİL ZEYTIN | YER FISTIĞI EZMESİ | HAVUÇ TARATOR | KARNIYARIK
32,61.1,14.09,65.0,0,3,6,8,1887.18,79.42,178.64,27.13,1447.99,41;86;113;248;9;79;77;210,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | SOSİS | HASANPAŞA KÖFTE
33,60.7,12.18,470.0,0,4,6,9,2047.83,66.54,255.46,40.06,2304.83,38;155;248;282;134;399;314;272;397,KIYMALI YUFKA BÖREĞİ | EKMEK LD | KARPUZ | MAHLUTA ÇORBASI | CEVİZLİ ERİŞTE | ZEYTİNYAĞLI ISPANAK | PATATES SOTE | KREMALI FESLEĞENLİ MAKARNA | ZEYTİNYAĞLI BİBER DOLMASI
34,60.5,14.03,125.0,0,4,6,8,2041.88,77.34,189.53,30.82,1491.8,41;86;113;248;9;79;402;210,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | ZEYTİNYAĞLI KEREVİZ | HASANPAŞA KÖFTE
35,60.2,12.88,185.0,0,4,8,10,1991.97,48.26,229.78,34.59,1569.11,41;86;113;248;9;79;200;141;62;240,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | FINDIKLI İRMİK HELVASI | ÇOBAN SALATASI LD | PEYNİRLİ AKDENİZ SALATASI | KABAK BAYILDI
36,57.8,26.56,112.0,0,4,8,15,2231.09,69.03,291.11,37.78,1368.59,87;89;86;113;362;361;35;67;2;29;82;336;210;48;216,VİŞNE REÇELİ | YABAN MERSİNİ MARMELATI | ÜZÜM PEKMEZİ | AYVA | ŞEFTALİ SUYU LD | ŞEFTALİ | KAYISI SUYU | PORTAKAL SUYU | ARMUT REÇELİ | INCİR REÇELİ | TAHİN PEKMEZ | SALATALIK TURSUSU | HASANPAŞA KÖFTE | MEVSİM SALATASI | HAVUÇ-TURP SALATASI LD
37,57.5,30.22,80.0,0,4,7,12,2170.26,77.78,308.7,36.26,1986.87,5;264;80;41;86;113;75;7;250;76;131;210,BAL | KİRAZ | ŞEFTALİ REÇELİ | KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | SİMİT | BÖĞÜRTLEN REÇELİ | KAVUN | SİYAH ZEYTIN | CACIK | HASANPAŞA KÖFTE
38,56.2,12.67,345.0,1,5,9,11,2390.75,75.62,273.89,33.42,1619.6,41;86;248;9;67;79;127;360;20;188;203,KURU KAYISI | ÜZÜM PEKMEZİ | KARPUZ | ÇEÇİL PEYNİRİ | PORTAKAL SUYU | SÜT | BUĞDAY RİSOTTO | ŞAKŞUKA | EZOGELİN ÇORBASI | ETSİZ NOHUT | FIRIN MAKARNA
39,54.2,13.51,115.0,0,4,7,9,2024.35,77.83,197.39,29.93,1351.39,41;86;113;248;9;79;309;336;210,KURU KAYISI | ÜZÜM PEKMEZİ | AYVA | KARPUZ | ÇEÇİL PEYNİRİ | SÜT | PARMAK PATATES KIZARTMASI | SALATALIK TURSUSU | HASANPAŞA KÖFTE
40,52.7,8.45,360.0,0,4,6,7,1987.87,55.37,285.51,34.9,1513.84,41;73;386;234;134;215;392,KURU KAYISI | SEBZELİ YUFKA BÖREĞİ | YOĞURTLU ISPANAK | ISPANAKLI PATATES ÇORBASI | CEVİZLİ ERİŞTE | HAVUÇLU PİRİNÇ PİLAVI | YOĞURTLU MANTI MAKARNA
41,51.7,18.7,120.0,0,4,8,10,2046.62,67.42,235.1,40.47,1498.04,113;16;67;80;87;252;161;6;242;247,AYVA | EKMEK | PORTAKAL SUYU | ŞEFTALİ REÇELİ | VİŞNE REÇELİ | KAYISI SUYU LD | ERİK | BEYAZ PEYNIR | KABAK MÜCVER | KARNIYARIK
42,49.2,12.98,143.0,0,4,6,8,2378.04,87.7,223.41,18.77,1703.18,84;6;79;94;210;48;269;24,TAM BUĞDAY EKMEK | BEYAZ PEYNIR | SÜT | YULAF GEVREĞİ | HASANPAŞA KÖFTE | MEVSİM SALATASI | KREM ŞOKOLA | HAVUÇ SALATASI
43,46.4,28.58,70.0,0,4,7,12,1998.16,65.77,270.72,27.28,1744.74,92;361;286;86;264;29;75;80;160;76;336;210,YEŞİL ZEYTIN | ŞEFTALİ | MANDALİNA | ÜZÜM PEKMEZİ | KİRAZ | INCİR REÇELİ | SİMİT | ŞEFTALİ REÇELİ | ELMA SUYU LD | SİYAH ZEYTIN | SALATALIK TURSUSU | HASANPAŞA KÖFTE
44,45.4,18.66,85.0,1,5,6,8,2167.76,78.9,299.92,31.28,1519.7,80;330;42;302;67;161;131;210,ŞEFTALİ REÇELİ | PORTAKAL | KUŞBURNU MARMELATI | MUZ | PORTAKAL SUYU | ERİK | CACIK | HASANPAŞA KÖFTE
45,42.0,10.29,267.0,0,4,8,10,1983.8,50.26,245.92,45.16,1590.37,158;82;331;302;44;6;254;237;183;298,ELMA | TAHİN PEKMEZ | PORTAKAL SUYU LD | MUZ | LOR PEYNİRİ | BEYAZ PEYNIR | KISIR | İMAMBAYILDI | ETSİZ KAPUSKA | MEYHANE PİLAVI
46,41.8,12.01,330.0,0,4,7,7,2011.7,87.64,225.4,35.74,1481.34,362;73;172;374;381;239;266,ŞEFTALİ SUYU LD | SEBZELİ YUFKA BÖREĞİ | ETSİZ BARBUNYA | TUTMAÇ ÇORBASI | YOĞURT | İZMİR KÖFTE | KORNİŞON TURŞU
47,41.2,7.95,440.0,1,5,6,7,2022.38,61.07,275.64,39.73,1544.85,73;318;198;386;234;134;358,SEBZELİ YUFKA BÖREĞİ | PEYNİRLİ MAKARNA | FASULYE PİLAKİ | YOĞURTLU ISPANAK | ISPANAKLI PATATES ÇORBASI | CEVİZLİ ERİŞTE | SÜTLAÇ
48,39.6,10.33,330.0,0,4,8,10,2231.62,51.83,211.85,19.93,1926.07,59;44;76;92;109;271;13;386;108;124,PATATESLİ MİLFÖY BÖREĞİ | LOR PEYNİRİ | SİYAH ZEYTIN | YEŞİL ZEYTIN | ARPA ŞEHRİYELİ AYRAN ÇORBASI | KREMALI DOMATES  ÇORBASI | ÇOBAN SALATASI | YOĞURTLU ISPANAK | ARPA ŞEHRİYE PİLAVI | BOLONEZ SOSLU MAKARNA
49,38.6,9.61,329.0,1,5,5,6,2018.94,78.97,254.52,39.6,1891.94,44;60;283;392;167;384,LOR PEYNİRİ | PATATESLİ YUFKA BÖREĞİ | MAKARNA SALATASI LD | YOĞURTLU MANTI MAKARNA | ETLİ KURU FASULYE | YOĞURTLU ETLİ MANTI
50,38.4,11.09,240.0,1,5,7,9,2041.26,93.01,266.61,21.26,1650.22,112;367;250;155;93;389;382;386;325,AYRAN | TAM BUĞDAY EKMEK LD | KAVUN | EKMEK LD | YOĞURT B | YOĞURTLU KARIŞIK KIZARTMA | YOĞURT TATLISI | YOĞURTLU ISPANAK | PİLİÇ PİRZOLA
51,36.3,8.86,350.0,1,5,7,7,2105.43,53.44,254.77,27.36,1505.35,33;344;379;77;309;116;342,ISPANAKLI YUFKA BÖREĞİ | SEBZE GRATEN | YER FISTIKLI İRMİK HELVASI | SOSİS | PARMAK PATATES KIZARTMASI | BADEMLİ PİRİNÇ PİLAVI | SEBZE ÇORBASI
52,36.2,17.71,75.0,0,4,7,9,1993.91,79.78,259.78,21.14,1854.36,29;93;160;16;44;213;302;336;210,INCİR REÇELİ | YOĞURT B | ELMA SUYU LD | EKMEK | LOR PEYNİRİ | HAVUÇ SUYU LD | MUZ | SALATALIK TURSUSU | HASANPAŞA KÖFTE
53,33.0,15.64,80.0,0,4,4,6,1998.84,79.44,256.45,27.13,1519.81,265;330;42;302;131;210,KİVİ | PORTAKAL | KUŞBURNU MARMELATI | MUZ | CACIK | HASANPAŞA KÖFTE
54,32.5,6.93,390.0,1,5,6,7,2094.72,63.73,283.29,42.36,1586.77,362;73;203;282;134;314;172,ŞEFTALİ SUYU LD | SEBZELİ YUFKA BÖREĞİ | FIRIN MAKARNA | MAHLUTA ÇORBASI | CEVİZLİ ERİŞTE | PATATES SOTE | ETSİZ BARBUNYA
55,32.3,16.52,73.0,0,3,5,7,2259.46,102.98,161.65,29.79,1700.14,27;44;52;113;21;50;287,HAZIR PAKETLİ TATLI-TAHİN HELVASI | LOR PEYNİRİ | ÖRGÜ PEYNİRİ | AYVA | FINDIK EZMESİ | MEYVELİ YULAF GEVREĞİ | MANTAR SOSLU PİLİÇ IZGARA
56,30.6,9.09,243.0,1,5,7,8,2239.79,54.28,288.32,34.33,1534.01,44;11;6;128;254;237;10;114,LOR PEYNİRİ | ÇİKOLATALI YULAF GEVREĞİ | BEYAZ PEYNIR | BULGUR ÇORBASI | KISIR | İMAMBAYILDI | ÇILBIR | AYVA TATLISI
57,29.5,13.06,103.0,0,3,6,6,2139.06,96.18,162.61,21.56,1480.19,36;286;90;50;287;77,KAYMAK | MANDALİNA | YAZ HELVASI | MEYVELİ YULAF GEVREĞİ | MANTAR SOSLU PİLİÇ IZGARA | SOSİS
58,28.2,8.68,309.0,1,5,5,5,2228.87,73.72,172.99,34.01,1559.57,73;43;45;268;237,SEBZELİ YUFKA BÖREĞİ | KÜP PATATES KIZARTMASI B | MAKARNA SALATASI | KÖRİ SOSLU PİLİÇ KAVURMA  | İMAMBAYILDI
59,27.1,12.25,228.0,1,5,5,6,2146.03,86.99,271.68,21.41,2271.31,50;78;16;353;210;332,MEYVELİ YULAF GEVREĞİ | SOSİSLİ MİLFÖY BÖREĞİ | EKMEK | SEMİZOTU SALATASI LD | HASANPAŞA KÖFTE | PORTAKALLI REVANİ
60,26.6,10.44,140.0,1,5,4,4,2032.27,92.98,177.06,20.61,1888.61,9;60;131;210,ÇEÇİL PEYNİRİ | PATATESLİ YUFKA BÖREĞİ | CACIK | HASANPAŞA KÖFTE
61,26.0,15.51,68.0,0,2,6,6,1996.83,110.24,284.71,21.51,1358.58,50;16;67;80;222;321,MEYVELİ YULAF GEVREĞİ | EKMEK | PORTAKAL SUYU | ŞEFTALİ REÇELİ | HAZIR PAKETLİ SÜTLÜ TATLI-SAKIZLI MUHALLEBİ | PİLİÇ HAŞLAMA
62,25.7,9.01,295.0,1,5,5,6,2033.23,57.49,193.06,23.36,1526.98,29;65;76;181;123;389,INCİR REÇELİ | PEYNİRLİ MİLFÖY BÖREĞİ | SİYAH ZEYTIN | ETSİZ HAVUÇLU YEŞİL MERCİMEK | BARBUNYA PİLAKİ | YOĞURTLU KARIŞIK KIZARTMA
63,25.0,9.06,225.0,1,5,6,6,2192.75,89.15,209.99,20.01,1573.35,76;33;131;324;379;152,SİYAH ZEYTIN | ISPANAKLI YUFKA BÖREĞİ | CACIK | PİLİÇ KAVURMA | YER FISTIKLI İRMİK HELVASI | DOMATESLİ MAKARNA
64,23.4,8.21,360.0,0,4,6,6,2152.28,47.18,169.82,20.81,1617.9,32;91;402;212;311;303,ISPANAKLI MİLFÖY BÖREĞİ | YER FISTIĞI EZMESİ | ZEYTİNYAĞLI KEREVİZ | HAVUÇ SALATASI LD | PATATES OTURTMASI | NOHUT ÇORBASI
65,20.8,10.4,191.0,1,5,5,6,2051.36,49.68,275.59,38.32,2165.73,50;11;200;141;62;240,MEYVELİ YULAF GEVREĞİ | ÇİKOLATALI YULAF GEVREĞİ | FINDIKLI İRMİK HELVASI | ÇOBAN SALATASI LD | PEYNİRLİ AKDENİZ SALATASI | KABAK BAYILDI
66,20.2,12.14,83.0,0,3,5,5,1978.48,76.37,165.42,20.63,1615.6,27;11;336;210;48,HAZIR PAKETLİ TATLI-TAHİN HELVASI | ÇİKOLATALI YULAF GEVREĞİ | SALATALIK TURSUSU | HASANPAŞA KÖFTE | MEVSİM SALATASI
67,19.8,8.08,200.0,0,3,4,4,2181.29,113.85,182.34,28.8,1491.03,367;60;345;241,TAM BUĞDAY EKMEK LD | PATATESLİ YUFKA BÖREĞİ | SEBZELİ  PİLİÇ KEBAP | KABAK KALYE
68,19.7,13.86,78.0,0,4,5,5,2220.72,98.76,248.99,23.38,1447.81,50;16;67;80;373,MEYVELİ YULAF GEVREĞİ | EKMEK | PORTAKAL SUYU | ŞEFTALİ REÇELİ | TUNUS KEBABI
69,18.9,8.19,370.0,1,5,4,5,2014.87,96.64,216.44,35.56,1690.33,73;181;123;389;325,SEBZELİ YUFKA BÖREĞİ | ETSİZ HAVUÇLU YEŞİL MERCİMEK | BARBUNYA PİLAKİ | YOĞURTLU KARIŞIK KIZARTMA | PİLİÇ PİRZOLA
70,18.9,6.4,245.0,0,4,2,3,2028.03,51.05,224.3,20.04,1429.97,38;78;339,KIYMALI YUFKA BÖREĞİ | SOSİSLİ MİLFÖY BÖREĞİ | SAMSA TATLISI
71,18.2,8.54,300.0,0,4,6,6,2352.19,61.84,303.81,35.7,1614.48,66;128;254;237;10;114,PEYNİRLİ YUFKA BÖREĞİ | BULGUR ÇORBASI | KISIR | İMAMBAYILDI | ÇILBIR | AYVA TATLISI
