solution_id,preference,cost,time,feasible,compliance_5,distinct_groups,n_foods,energy,protein,carbohydrate,fiber,sodium,food_ids,food_names
22,82.3,35.64,162.0,0,4,9,16,1875.45,65.64,257.02,30.73,1523.24,248;155;89;44;80;161;113;21;264;22;7;29;82;8;131;335,KARPUZ | EKMEK LD | YABAN MERSİNİ MARMELATI | LOR PEYNİRİ | ŞEFTALİ REÇELİ | ERİK | AYVA | FINDIK EZMESİ | KİRAZ | GREYFURT SUYU | BÖĞÜRTLEN REÇELİ | INCİR REÇELİ | TAHİN PEKMEZ | BROKOLİ SALATASI | CACIK | ROSTO KÖFTE
23,81.8,24.33,205.0,0,4,10,14,2428.25,84.32,296.98,32.03,1878.37,286;41;3;86;18;161;29;84;6;289;338;48;314;384,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | MANTARLI ET SOTE | SALÇALI MAKARNA | MEVSİM SALATASI | PATATES SOTE | YOĞURTLU ETLİ MANTI
24,80.8,13.63,570.0,1,5,8,12,2083.96,72.93,225.26,24.52,2038.33,6;86;79;39;29;350;163;259;273;309;55;392,BEYAZ PEYNIR | ÜZÜM PEKMEZİ | SÜT | KREP | INCİR REÇELİ | SEBZELİ MAKARNA | ERZİNCAN ÇORBASI LD | KIYMALI KAPUSKA | KREMALI ISPANAK ÇORBASI | PARMAK PATATES KIZARTMASI | PATATES PÜRESİ B | YOĞURTLU MANTI MAKARNA
25,80.7,32.07,145.0,0,2,10,14,2665.21,113.34,316.06,28.34,1529.07,286;41;3;86;18;161;29;84;6;277;218;227;297;245,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | KURU KÖFTE | HAZIR PAKETLİ SÜTLÜ TATLI-FINDIKLI KREM ŞOKOLA | HİNDİ KIZARTMA | MEVSİM SALATASI LD | KARIŞIK TURŞU
26,79.4,30.44,185.0,1,5,6,14,2317.61,78.79,210.6,41.83,1567.59,248;161;36;160;12;7;158;113;6;29;86;21;315;384,KARPUZ | ERİK | KAYMAK | ELMA SUYU LD | ÇİLEK REÇELİ | BÖĞÜRTLEN REÇELİ | ELMA | AYVA | BEYAZ PEYNIR | INCİR REÇELİ | ÜZÜM PEKMEZİ | FINDIK EZMESİ | PATLICAN KEBABI | YOĞURTLU ETLİ MANTI
27,79.3,12.01,485.0,0,4,9,13,1908.95,55.2,262.51,22.87,1783.86,67;39;44;93;41;134;74;108;342;211;374;177;26,PORTAKAL SUYU | KREP | LOR PEYNİRİ | YOĞURT B | KURU KAYISI | CEVİZLİ ERİŞTE | SEMİZOTU SALATASI | ARPA ŞEHRİYE PİLAVI | SEBZE ÇORBASI | HAVUÇ ÇORBASI | TUTMAÇ ÇORBASI | ETSİZ BULGURLU KABAK YAHNİ | HAVUÇ-TURP SALATASI
28,78.2,30.81,150.0,0,3,7,14,2546.0,87.99,200.64,48.86,1397.06,248;161;36;158;113;160;12;7;6;29;86;21;340;401,KARPUZ | ERİK | KAYMAK | ELMA | AYVA | ELMA SUYU LD | ÇİLEK REÇELİ | BÖĞÜRTLEN REÇELİ | BEYAZ PEYNIR | INCİR REÇELİ | ÜZÜM PEKMEZİ | FINDIK EZMESİ | SANDAL KEBABI | ZEYTİNYAĞLI KARNABAHAR
29,77.5,40.28,107.0,0,3,9,17,1931.34,99.06,263.86,33.03,1352.42,80;161;113;21;264;22;7;213;18;367;29;82;12;92;86;126;321,ŞEFTALİ REÇELİ | ERİK | AYVA | FINDIK EZMESİ | KİRAZ | GREYFURT SUYU | BÖĞÜRTLEN REÇELİ | HAVUÇ SUYU LD | ELMA SUYU | TAM BUĞDAY EKMEK LD | INCİR REÇELİ | TAHİN PEKMEZ | ÇİLEK REÇELİ | YEŞİL ZEYTIN | ÜZÜM PEKMEZİ | BROKOLİ SALATASI LD | PİLİÇ HAŞLAMA
30,75.7,20.33,255.0,0,4,10,13,2157.82,58.14,298.24,37.8,1387.78,286;41;3;86;18;161;29;84;6;20;262;56;203,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | EZOGELİN ÇORBASI | KIYMALI TAZE FASULYE | PATATES SALATASI | FIRIN MAKARNA
31,75.6,19.96,285.0,1,5,10,13,2272.96,84.01,262.15,26.88,1595.61,286;41;3;86;18;161;29;84;6;70;268;352;304,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | SEBZE GARNİTÜR (HAŞLANMIŞ) | KÖRİ SOSLU PİLİÇ KAVURMA  | SEBZELİ PİRİNÇ PİLAVI | NOHUTLU AYRAN  ÇORBASI
32,74.8,23.78,240.0,0,3,9,12,2196.97,106.58,261.33,32.99,1498.13,286;41;3;86;18;161;29;84;6;296;258;231,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | MERCİMEK ÇORBASI LD | KIYMALI KABAK DOLMASI | HİNDİ SOTE
33,74.0,24.24,265.0,1,5,11,14,2288.95,84.55,259.71,29.94,1521.6,286;41;3;86;18;161;29;84;6;85;159;346;289;177,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | TAVADA YUMURTA | ELMA DİLİM PATATES KIZARTMASI | SEBZELİ BULGUR PİLAVI | MANTARLI ET SOTE | ETSİZ BULGURLU KABAK YAHNİ
34,73.3,22.1,120.0,0,2,9,12,2756.64,107.9,276.55,36.82,1461.48,286;41;3;86;18;161;29;84;6;373;26;386,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | TUNUS KEBABI | HAVUÇ-TURP SALATASI | YOĞURTLU ISPANAK
35,72.6,27.17,155.0,0,4,9,16,1893.63,44.52,220.81,39.62,2074.37,248;161;36;158;113;160;12;7;6;29;86;21;372;254;191;317,KARPUZ | ERİK | KAYMAK | ELMA | AYVA | ELMA SUYU LD | ÇİLEK REÇELİ | BÖĞÜRTLEN REÇELİ | BEYAZ PEYNIR | INCİR REÇELİ | ÜZÜM PEKMEZİ | FINDIK EZMESİ | TOYGA ÇORBASI | KISIR | ETSİZ PATLICAN MUSAKKA | PEYNİRLİ AKDENİZ SALATASI LD
36,72.5,47.29,142.0,0,4,9,17,2113.34,105.84,285.72,35.36,1554.43,80;161;113;21;264;22;7;213;18;367;29;82;12;92;86;190;120,ŞEFTALİ REÇELİ | ERİK | AYVA | FINDIK EZMESİ | KİRAZ | GREYFURT SUYU | BÖĞÜRTLEN REÇELİ | HAVUÇ SUYU LD | ELMA SUYU | TAM BUĞDAY EKMEK LD | INCİR REÇELİ | TAHİN PEKMEZ | ÇİLEK REÇELİ | YEŞİL ZEYTIN | ÜZÜM PEKMEZİ | ETSİZ PATATES OTURTMASI | BALIK  BUĞULAMA
37,69.9,32.68,135.0,0,3,11,15,2292.98,56.0,328.84,26.29,1442.12,86;248;80;21;7;213;18;367;29;286;52;221;212;20;394,ÜZÜM PEKMEZİ | KARPUZ | ŞEFTALİ REÇELİ | FINDIK EZMESİ | BÖĞÜRTLEN REÇELİ | HAVUÇ SUYU LD | ELMA SUYU | TAM BUĞDAY EKMEK LD | INCİR REÇELİ | MANDALİNA | ÖRGÜ PEYNİRİ | HAZIR PAKETLİ SÜTLÜ TATLI-PROFİTEROL | HAVUÇ SALATASI LD | EZOGELİN ÇORBASI | YOĞURTLU PAZI
38,69.4,17.6,245.0,0,3,8,13,1989.23,62.61,303.09,26.46,1832.8,286;41;3;86;18;161;29;84;6;383;109;163;384,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | YOĞURTLU BUĞDAY ÇORBASI | ARPA ŞEHRİYELİ AYRAN ÇORBASI | ERZİNCAN ÇORBASI LD | YOĞURTLU ETLİ MANTI
39,68.5,17.07,410.0,0,4,10,11,2125.89,102.23,234.56,20.8,2175.82,86;78;41;248;155;274;150;227;96;217;344,ÜZÜM PEKMEZİ | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | KARPUZ | EKMEK LD | KREMALI MANTAR ÇORBASI | DOMATESLİ BİBERLİ ERİŞTE | HİNDİ KIZARTMA | ALACA ÇORBASI | HAYDARİ | SEBZE GRATEN
40,68.3,19.93,175.0,0,3,9,12,1996.79,57.16,264.65,33.99,1467.61,286;41;3;86;18;161;29;84;6;262;243;203,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | KIYMALI TAZE FASULYE | KABAK TARATOR | FIRIN MAKARNA
41,68.1,12.83,460.0,1,5,9,9,2199.91,63.44,268.59,31.79,1575.65,86;78;41;248;67;206;374;179;170,ÜZÜM PEKMEZİ | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | KARPUZ | PORTAKAL SUYU | FIRIN SÜTLAÇ | TUTMAÇ ÇORBASI | ETSİZ BULGURLU PATATESLİ LAHANA | ETLİ TÜRLÜ
42,66.0,16.69,355.0,0,4,9,11,2291.07,79.48,255.82,18.14,1847.03,41;84;6;42;87;324;342;310;398;206;401,KURU KAYISI | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | KUŞBURNU MARMELATI | VİŞNE REÇELİ | PİLİÇ KAVURMA | SEBZE ÇORBASI | PATATES ÇORBASI | ZEYTİNYAĞLI BROKOLİ | FIRIN SÜTLAÇ | ZEYTİNYAĞLI KARNABAHAR
43,65.3,15.77,320.0,0,3,7,9,1975.06,68.49,190.38,20.63,1490.81,86;78;41;248;67;289;240;56;70,ÜZÜM PEKMEZİ | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | KARPUZ | PORTAKAL SUYU | MANTARLI ET SOTE | KABAK BAYILDI | PATATES SALATASI | SEBZE GARNİTÜR (HAŞLANMIŞ)
44,64.4,23.6,135.0,1,5,9,14,2239.89,86.13,258.52,32.06,1568.67,89;18;67;3;213;113;29;41;76;139;86;322;132;342,YABAN MERSİNİ MARMELATI | ELMA SUYU | PORTAKAL SUYU | AYVA REÇELİ | HAVUÇ SUYU LD | AYVA | INCİR REÇELİ | KURU KAYISI | SİYAH ZEYTIN | ÇİLEK | ÜZÜM PEKMEZİ | PİLİÇ IZGARA | CACIK LD | SEBZE ÇORBASI
45,63.6,18.79,100.0,0,4,8,13,1963.21,62.76,283.38,31.0,2287.24,286;41;3;86;18;161;29;84;6;132;317;381;389,MANDALİNA | KURU KAYISI | AYVA REÇELİ | ÜZÜM PEKMEZİ | ELMA SUYU | ERİK | INCİR REÇELİ | TAM BUĞDAY EKMEK | BEYAZ PEYNIR | CACIK LD | PEYNİRLİ AKDENİZ SALATASI LD | YOĞURT | YOĞURTLU KARIŞIK KIZARTMA
46,61.2,13.68,285.0,0,4,7,9,2088.03,71.93,305.86,41.65,1700.49,86;105;41;248;38;150;115;393;131,ÜZÜM PEKMEZİ | ARMUT | KURU KAYISI | KARPUZ | KIYMALI YUFKA BÖREĞİ | DOMATESLİ BİBERLİ ERİŞTE | BADEMLİ MUHALLEBİ | YOĞURTLU PATLICAN KIZARTMASI | CACIK
47,60.8,16.23,185.0,0,3,8,8,1981.56,92.44,153.75,32.7,1855.24,250;79;78;41;356;266;77;357,KAVUN | SÜT | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | SOYA SOSLU PİLİÇ KAVURMA | KORNİŞON TURŞU | SOSİS | SUCUKLU KURU FASULYE
48,60.5,11.16,245.0,0,2,8,8,2076.99,112.52,209.84,19.76,1495.37,86;78;41;248;67;345;150;343,ÜZÜM PEKMEZİ | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | KARPUZ | PORTAKAL SUYU | SEBZELİ  PİLİÇ KEBAP | DOMATESLİ BİBERLİ ERİŞTE | SEBZE GARNİTÜR (HAŞLANMIŞ) LD
49,60.1,12.67,395.0,1,5,9,11,2056.33,50.96,283.58,30.57,1800.33,285;250;86;362;78;41;124;85;234;392;196,MALTA ERİĞİ | KAVUN | ÜZÜM PEKMEZİ | ŞEFTALİ SUYU LD | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | BOLONEZ SOSLU MAKARNA | TAVADA YUMURTA | ISPANAKLI PATATES ÇORBASI | YOĞURTLU MANTI MAKARNA | ETSİZ TÜRLÜ
50,57.3,14.43,200.0,0,4,7,7,2379.22,90.38,188.63,28.41,1437.56,86;78;41;248;67;116;340,ÜZÜM PEKMEZİ | SOSİSLİ MİLFÖY BÖREĞİ | KURU KAYISI | KARPUZ | PORTAKAL SUYU | BADEMLİ PİRİNÇ PİLAVI | SANDAL KEBABI
51,54.3,9.67,505.0,0,4,7,10,2044.58,40.78,185.08,19.64,1945.31,32;91;134;74;108;342;211;374;177;26,ISPANAKLI MİLFÖY BÖREĞİ | YER FISTIĞI EZMESİ | CEVİZLİ ERİŞTE | SEMİZOTU SALATASI | ARPA ŞEHRİYE PİLAVI | SEBZE ÇORBASI | HAVUÇ ÇORBASI | TUTMAÇ ÇORBASI | ETSİZ BULGURLU KABAK YAHNİ | HAVUÇ-TURP SALATASI
52,53.9,18.48,190.0,1,5,7,8,2014.69,87.29,173.57,25.41,1570.75,7;161;113;79;53;112;210;352,BÖĞÜRTLEN REÇELİ | ERİK | AYVA | SÜT | PANKEK | AYRAN | HASANPAŞA KÖFTE | SEBZELİ PİRİNÇ PİLAVI
53,53.1,10.63,458.0,0,4,9,9,1985.96,64.78,226.5,35.79,1827.03,29;11;6;259;273;309;55;392;47,INCİR REÇELİ | ÇİKOLATALI YULAF GEVREĞİ | BEYAZ PEYNIR | KIYMALI KAPUSKA | KREMALI ISPANAK ÇORBASI | PARMAK PATATES KIZARTMASI | PATATES PÜRESİ B | YOĞURTLU MANTI MAKARNA | MERCİMEK ÇORBASI
